noise_relative,iter,timestamp,accept_counts_1,accept_counts_2,accept_counts_4,accept_counts_8,accept_counts_10,accept_counts_12,accept_counts_16,accept_counts_20,accept_counts_50,accept_counts_100,accept_counts_200,reject_counts_1,reject_counts_2,reject_counts_4,reject_counts_8,reject_counts_10,reject_counts_12,reject_counts_16,reject_counts_20,reject_counts_50,reject_counts_100,reject_counts_200,totals_1,totals_2,totals_4,totals_8,totals_10,totals_12,totals_16,totals_20,totals_50,totals_100,totals_200,acceptance_rates_1,acceptance_rates_2,acceptance_rates_4,acceptance_rates_8,acceptance_rates_10,acceptance_rates_12,acceptance_rates_16,acceptance_rates_20,acceptance_rates_50,acceptance_rates_100,acceptance_rates_200
0.250000,48,2025-09-23T20:40:50.081962-07:00,26819307,12470467,2726682,201901,1359,0,0,0,0,0,0,306467,2084,18156415,4560259,11397,4,0,0,0,0,0,27125774,12472551,20883097,4762160,12756,4,0,0,0,0,0,0.988702,0.999833,0.130569,0.042397,0.106538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.250000,49,2025-09-23T20:40:52.083694-07:00,27368272,12736578,2788941,207376,1396,0,0,0,0,0,0,325796,2694,18531946,4656091,11632,4,0,0,0,0,0,27694068,12739272,21320887,4863467,13028,4,0,0,0,0,0,0.988236,0.999789,0.130808,0.042640,0.107154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,0,2025-09-23T20:40:54.086145-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,1,2025-09-23T20:40:56.087826-07:00,570301,267418,94680,598,8,0,0,0,0,0,0,810,0,339937,100798,257,0,0,0,0,0,0,571111,267418,434617,101396,265,0,0,0,0,0,0,0.998582,1.000000,0.217847,0.005898,0.030189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,2,2025-09-23T20:40:58.089995-07:00,1145988,542215,206748,1439,37,0,0,0,0,0,0,3097,0,691676,204881,514,0,0,0,0,0,0,1149085,542215,898424,206320,551,0,0,0,0,0,0,0.997305,1.000000,0.230123,0.006975,0.067151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,3,2025-09-23T20:41:00.097625-07:00,1712336,805472,318193,2196,64,0,0,0,0,0,0,5181,0,1024440,303604,753,0,0,0,0,0,0,1717517,805472,1342633,305800,817,0,0,0,0,0,0,0.996983,1.000000,0.236992,0.007181,0.078335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,4,2025-09-23T20:41:02.09906-07:00,2264694,1068389,425502,5430,92,0,0,0,0,0,0,7388,0,1349787,402086,992,0,0,0,0,0,0,2272082,1068389,1775289,407516,1084,0,0,0,0,0,0,0.996748,1.000000,0.239680,0.013325,0.084871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,5,2025-09-23T20:41:04.100718-07:00,2822840,1335549,539809,8303,121,0,0,0,0,0,0,9282,0,1681760,500719,1231,0,0,0,0,0,0,2832122,1335549,2221569,509022,1352,0,0,0,0,0,0,0.996723,1.000000,0.242985,0.016312,0.089497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,6,2025-09-23T20:41:06.102354-07:00,3381500,1602666,655052,11163,147,0,0,0,0,0,0,10104,0,2013388,599367,1474,0,0,0,0,0,0,3391604,1602666,2668440,610530,1621,0,0,0,0,0,0,0.997021,1.000000,0.245481,0.018284,0.090685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,7,2025-09-23T20:41:08.103984-07:00,3941127,1869600,769528,14093,178,0,0,0,0,0,0,11010,0,2344781,697988,1719,0,0,0,0,0,0,3952137,1869600,3114309,712081,1897,0,0,0,0,0,0,0.997214,1.000000,0.247094,0.019791,0.093832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,8,2025-09-23T20:41:10.105541-07:00,4500859,2136711,884157,17121,208,0,0,0,0,0,0,11730,1,2676110,796565,1963,0,0,0,0,0,0,4512589,2136712,3560267,813686,2171,0,0,0,0,0,0,0.997401,1.000000,0.248340,0.021041,0.095808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,9,2025-09-23T20:41:12.107263-07:00,5060273,2403720,999731,20135,231,0,0,0,0,0,0,12249,1,3007278,895169,2200,0,0,0,0,0,0,5072522,2403721,4007009,915304,2431,0,0,0,0,0,0,0.997585,1.000000,0.249496,0.021998,0.095023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,10,2025-09-23T20:41:14.109193-07:00,5619599,2670648,1115231,23181,256,0,0,0,0,0,0,12726,2,3338252,993751,2445,0,0,0,0,0,0,5632325,2670650,4453483,1016932,2701,0,0,0,0,0,0,0.997741,0.999999,0.250418,0.022795,0.094780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,11,2025-09-23T20:41:16.111183-07:00,6179321,2937687,1230489,26286,285,0,0,0,0,0,0,13249,3,3669176,1092324,2683,0,0,0,0,0,0,6192570,2937690,4899665,1118610,2968,0,0,0,0,0,0,0.997861,0.999999,0.251137,0.023499,0.096024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,12,2025-09-23T20:41:18.1125-07:00,6738844,3204728,1346113,29379,308,0,0,0,0,0,0,13758,3,3999896,1190871,2926,0,0,0,0,0,0,6752602,3204731,5346009,1220250,3234,0,0,0,0,0,0,0.997963,0.999999,0.251798,0.024076,0.095238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,13,2025-09-23T20:41:20.114376-07:00,7298681,3471754,1461663,32476,339,0,0,0,0,0,0,14261,9,4330560,1289344,3177,0,0,0,0,0,0,7312942,3471763,5792223,1321820,3516,0,0,0,0,0,0,0.998050,0.999997,0.252349,0.024569,0.096416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,14,2025-09-23T20:41:22.115883-07:00,7858515,3738892,1577336,35635,370,0,0,0,0,0,0,14734,13,4661123,1387876,3415,0,0,0,0,0,0,7873249,3738905,6238459,1423511,3785,0,0,0,0,0,0,0.998129,0.999997,0.252841,0.025033,0.097754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,15,2025-09-23T20:41:24.116712-07:00,8418496,4005762,1693076,38820,397,0,0,0,0,0,0,15228,20,4991523,1486420,3653,0,0,0,0,0,0,8433724,4005782,6684599,1525240,4050,0,0,0,0,0,0,0.998194,0.999995,0.253280,0.025452,0.098025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,16,2025-09-23T20:41:26.117737-07:00,8978616,4272412,1808994,42000,429,0,0,0,0,0,0,15714,27,5321896,1584917,3884,0,0,0,0,0,0,8994330,4272439,7130890,1626917,4313,0,0,0,0,0,0,0.998253,0.999994,0.253684,0.025816,0.099467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,17,2025-09-23T20:41:28.118462-07:00,9538537,4539430,1924920,45189,466,0,0,0,0,0,0,16170,33,5652263,1683365,4115,0,0,0,0,0,0,9554707,4539463,7577183,1728554,4581,0,0,0,0,0,0,0.998308,0.999993,0.254042,0.026143,0.101725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,18,2025-09-23T20:41:30.11971-07:00,10098420,4806371,2040854,48417,503,0,0,0,0,0,0,16610,40,5982505,1781944,4350,0,0,0,0,0,0,10115030,4806411,8023359,1830361,4853,0,0,0,0,0,0,0.998358,0.999992,0.254364,0.026452,0.103647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,19,2025-09-23T20:41:32.123745-07:00,10645721,5072747,2156689,51681,536,0,0,0,0,0,0,17032,42,6312740,1880451,4584,0,0,0,0,0,0,10662753,5072789,8469429,1932132,5120,0,0,0,0,0,0,0.998403,0.999992,0.254644,0.026748,0.104688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,20,2025-09-23T20:41:34.12615-07:00,11205440,5339452,2271492,55095,578,0,0,0,0,0,0,18655,66,6642931,1978967,4819,0,0,0,0,0,0,11224095,5339518,8914423,2034062,5397,0,0,0,0,0,0,0.998338,0.999988,0.254811,0.027086,0.107097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,21,2025-09-23T20:41:36.127049-07:00,11762901,5605499,2383029,58639,611,0,0,0,0,0,0,25796,362,6973141,2077452,5053,0,0,0,0,0,0,11788697,5605861,9356170,2136091,5664,0,0,0,0,0,0,0.997812,0.999935,0.254701,0.027452,0.107874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,22,2025-09-23T20:41:38.12922-07:00,12321009,5871494,2494156,62366,642,0,0,0,0,0,0,32411,421,7303287,2175864,5285,0,0,0,0,0,0,12353420,5871915,9797443,2238230,5927,0,0,0,0,0,0,0.997376,0.999928,0.254572,0.027864,0.108318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,23,2025-09-23T20:41:40.130875-07:00,12879368,6137857,2605540,66111,676,0,0,0,0,0,0,38264,496,7633398,2274325,5516,0,0,0,0,0,0,12917632,6138353,10238938,2340436,6192,0,0,0,0,0,0,0.997038,0.999919,0.254474,0.028247,0.109173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
