noise_relative,iter,timestamp,accept_counts_1,accept_counts_2,accept_counts_4,accept_counts_8,accept_counts_10,accept_counts_12,accept_counts_16,accept_counts_20,accept_counts_50,accept_counts_100,accept_counts_200,reject_counts_1,reject_counts_2,reject_counts_4,reject_counts_8,reject_counts_10,reject_counts_12,reject_counts_16,reject_counts_20,reject_counts_50,reject_counts_100,reject_counts_200,totals_1,totals_2,totals_4,totals_8,totals_10,totals_12,totals_16,totals_20,totals_50,totals_100,totals_200,acceptance_rates_1,acceptance_rates_2,acceptance_rates_4,acceptance_rates_8,acceptance_rates_10,acceptance_rates_12,acceptance_rates_16,acceptance_rates_20,acceptance_rates_50,acceptance_rates_100,acceptance_rates_200
0.310000,29,2025-09-23T21:08:43.777708-07:00,16258583,7722305,12676308,2841559,1454,14,0,0,0,0,0,56209,20761,4406,2566,6253,0,0,0,0,0,0,16314792,7743066,12680714,2844125,7707,14,0,0,0,0,0,0.996555,0.997319,0.999653,0.999098,0.188660,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,30,2025-09-23T21:08:45.903866-07:00,16826865,7985089,13119713,2941447,1515,14,0,0,0,0,0,57012,21105,4511,2653,6466,0,0,0,0,0,0,16883877,8006194,13124224,2944100,7981,14,0,0,0,0,0,0.996623,0.997364,0.999656,0.999099,0.189826,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,31,2025-09-23T21:08:47.906033-07:00,17374334,8234333,13533440,3035558,1568,14,0,0,0,0,0,58586,21506,4759,2741,6663,0,0,0,0,0,0,17432920,8255839,13538199,3038299,8231,14,0,0,0,0,0,0.996639,0.997395,0.999648,0.999098,0.190499,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,32,2025-09-23T21:08:49.908457-07:00,17937137,8494894,13944540,3131221,1621,14,0,0,0,0,0,60868,21796,5022,2836,6868,0,0,0,0,0,0,17998005,8516690,13949562,3134057,8489,14,0,0,0,0,0,0.996618,0.997441,0.999640,0.999095,0.190953,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,33,2025-09-23T21:08:51.909594-07:00,18511849,8757177,14380636,3228713,1677,14,0,0,0,0,0,63475,22139,5593,2929,7075,0,0,0,0,0,0,18575324,8779316,14386229,3231642,8752,14,0,0,0,0,0,0.996583,0.997478,0.999611,0.999094,0.191613,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,34,2025-09-23T21:08:53.917447-07:00,19085066,9020930,14814161,3327947,1730,14,0,0,0,0,0,66637,22531,6069,3019,7285,0,0,0,0,0,0,19151703,9043461,14820230,3330966,9015,14,0,0,0,0,0,0.996521,0.997509,0.999590,0.999094,0.191902,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,35,2025-09-23T21:08:55.920091-07:00,19624531,9323047,15246367,3411291,1788,17,0,0,0,0,0,67449,30851,6137,3109,7495,0,0,0,0,0,0,19691980,9353898,15252504,3414400,9283,17,0,0,0,0,0,0.996575,0.996702,0.999598,0.999089,0.192610,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,36,2025-09-23T21:08:57.921751-07:00,20145508,9585598,15716774,3478207,1961,17,0,0,0,0,0,68106,36325,15781,3128,7543,0,0,0,0,0,0,20213614,9621923,15732555,3481335,9504,17,0,0,0,0,0,0.996631,0.996225,0.998997,0.999101,0.206334,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,37,2025-09-23T21:08:59.923635-07:00,20679643,9849814,16187671,3566927,2205,17,0,0,0,0,0,68794,36348,15781,3128,7543,0,0,0,0,0,0,20748437,9886162,16203452,3570055,9748,17,0,0,0,0,0,0.996684,0.996323,0.999026,0.999124,0.226200,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,38,2025-09-23T21:09:01.924519-07:00,21213748,10113923,16658421,3672288,2451,17,0,0,0,0,0,69476,36369,15781,3128,7543,0,0,0,0,0,0,21283224,10150292,16674202,3675416,9994,17,0,0,0,0,0,0.996736,0.996417,0.999054,0.999149,0.245247,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,39,2025-09-23T21:09:03.926114-07:00,21732209,10375427,17121675,3777948,2712,17,0,0,0,0,0,70138,36401,15781,3128,7543,0,0,0,0,0,0,21802347,10411828,17137456,3781076,10255,17,0,0,0,0,0,0.996783,0.996504,0.999079,0.999173,0.264456,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,40,2025-09-23T21:09:05.927899-07:00,22266635,10639514,17592596,3883741,2973,17,0,0,0,0,0,70842,36418,15784,3128,7543,0,0,0,0,0,0,22337477,10675932,17608380,3886869,10516,17,0,0,0,0,0,0.996829,0.996589,0.999104,0.999195,0.282712,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,41,2025-09-23T21:09:07.928588-07:00,22800890,10903711,18063298,3989500,3234,17,0,0,0,0,0,71521,36442,15784,3128,7543,0,0,0,0,0,0,22872411,10940153,18079082,3992628,10777,17,0,0,0,0,0,0.996873,0.996669,0.999127,0.999217,0.300084,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,42,2025-09-23T21:09:09.931948-07:00,23361794,11181021,18557595,4100543,3515,17,0,0,0,0,0,72248,36464,15784,3128,7543,0,0,0,0,0,0,23434042,11217485,18573379,4103671,11058,17,0,0,0,0,0,0.996917,0.996749,0.999150,0.999238,0.317869,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,43,2025-09-23T21:09:11.934167-07:00,23896047,11445067,19028486,4206335,3782,17,0,0,0,0,0,72931,36489,15786,3128,7543,0,0,0,0,0,0,23968978,11481556,19044272,4209463,11325,17,0,0,0,0,0,0.996957,0.996822,0.999171,0.999257,0.333951,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,44,2025-09-23T21:09:13.936743-07:00,24430156,11709177,19499311,4312076,4046,17,0,0,0,0,0,73625,36507,15786,3128,7543,0,0,0,0,0,0,24503781,11745684,19515097,4315204,11589,17,0,0,0,0,0,0.996995,0.996892,0.999191,0.999275,0.349124,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,45,2025-09-23T21:09:15.938973-07:00,24964447,11973171,19970127,4417824,4310,17,0,0,0,0,0,74329,36533,15786,3128,7543,0,0,0,0,0,0,25038776,12009704,19985913,4420952,11853,17,0,0,0,0,0,0.997031,0.996958,0.999210,0.999292,0.363621,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,46,2025-09-23T21:09:17.942896-07:00,25498660,12237298,20440888,4523577,4570,17,0,0,0,0,0,75009,36564,15786,3128,7543,0,0,0,0,0,0,25573669,12273862,20456674,4526705,12113,17,0,0,0,0,0,0.997067,0.997021,0.999228,0.999309,0.377281,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,47,2025-09-23T21:09:19.94668-07:00,26032920,12501233,20911730,4629340,4839,17,0,0,0,0,0,75729,36593,15786,3128,7543,0,0,0,0,0,0,26108649,12537826,20927516,4632468,12382,17,0,0,0,0,0,0.997099,0.997081,0.999246,0.999325,0.390809,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,48,2025-09-23T21:09:21.948592-07:00,26567139,12765363,21382506,4735070,5104,17,0,0,0,0,0,76409,36619,15787,3128,7543,0,0,0,0,0,0,26643548,12801982,21398293,4738198,12647,17,0,0,0,0,0,0.997132,0.997140,0.999262,0.999340,0.403574,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,49,2025-09-23T21:09:23.950351-07:00,27101402,13029444,21853444,4840827,5364,17,0,0,0,0,0,77099,36647,15787,3128,7543,0,0,0,0,0,0,27178501,13066091,21869231,4843955,12907,17,0,0,0,0,0,0.997163,0.997195,0.999278,0.999354,0.415588,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.315000,0,2025-09-23T21:09:25.9535-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
