timestamp,git_sha,process_noise_pos,process_noise_vel,measurement_noise,candidate_run_id,reference_run_id,duration_seconds_requested,detection_rate,false_positive_rate,composite_score,matched_count,reference_count,candidate_count,wall_duration_seconds,error
2026-09-18T09:55:52-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.05,0.01,6c4b1751-9840-4591-84fc-31ddf6618c86,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8780487804878049,-1.0520159283225485,10,49,82,90.55,
2026-09-18T09:57:23-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.05,0.05,10ad71d5-2c36-4f00-a277-1b98ea67f599,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8924731182795699,-1.0808646039060785,10,49,93,120.55,
2026-09-18T09:59:23-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.05,0.25,b03e2a55-bc63-404e-ae1b-19ad19dc5933,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.22448979591836735,0.8877551020408163,-1.0510204081632653,11,49,98,122.54,
2026-09-18T10:01:26-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.2,0.01,9057e9a2-5694-44ee-93a7-3e76752fc239,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8823529411764706,-1.06062424969988,10,49,85,116.58,
2026-09-18T10:03:22-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.2,0.05,292a781d-0c5e-4a27-a16a-d49e9c235905,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.22448979591836735,0.8829787234042553,-1.0414676508901433,11,49,94,88.46,
2026-09-18T10:04:51-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,0.2,0.25,09cfb5eb-beae-4c9b-87be-887f11957b09,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.22448979591836735,0.8842105263157894,-1.0439312567132115,11,49,95,82.38,
2026-09-18T10:06:13-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,2.0,0.01,e1567940-ac48-4cbc-9172-e6c1b0e8aec0,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8888888888888888,-1.0736961451247165,10,49,90,84.54,
2026-09-18T10:07:38-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,2.0,0.05,8f82f50a-d3af-4a1c-8c6b-629d2221eb45,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8913043478260869,-1.0785270629991126,10,49,92,124.54,
2026-09-18T10:09:42-0700,9305732adc1b66807a255952b323745fe9de74c3,0.01,2.0,0.25,0d10d046-9b92-44de-b01d-064620d1059a,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8924731182795699,-1.0808646039060785,10,49,93,108.57,
2026-09-18T10:11:31-0700,9305732adc1b66807a255952b323745fe9de74c3,0.05,0.05,0.01,1e941745-84b2-47ae-a888-af3fc48ec431,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.20408163265306123,0.8823529411764706,-1.06062424969988,10,49,85,110.64,
2026-09-18T10:13:21-0700,9305732adc1b66807a255952b323745fe9de74c3,0.05,0.05,0.05,aa06c021-acfa-4dd5-b8a5-d121d669415c,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.22448979591836735,0.8854166666666666,-1.0463435374149659,11,49,96,82.43,
2026-09-18T10:14:44-0700,9305732adc1b66807a255952b323745fe9de74c3,0.05,0.05,0.25,b0968f14-87a8-4c70-aed3-03366706fc13,60a4774c-db3e-4008-9b7e-d1059ec27319,190,0.22448979591836735,0.8888888888888888,-1.0532879818594103,11,49,99,84.45,
